"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-06","9.62",,"0.20","3.6","1.0","24","27","21","   20","   40","16.1","23.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-07","7.61",,"0.01","0.3","3.0","25","32","21","  280","  290","15.0","19.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-08","5.59",,"0.12","2.3","5.0","24","26","18","   70","   60","13.0","15.0","    1","    1",,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-09","10.96",,"0.13","1.7","5.0","25","34","21","  140","  140","21.9","28.0","    1","    1",,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-10","5.82",,"0.00","0.0","4.0","31","35","26","  290","  290","14.1","18.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-11","11.63",,"0.00","0.0","3.0","28","33","21","  280","  270","25.1","35.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-12","8.50",,"0.03","0.3","3.0","26","32","21","  210","  230","15.0","19.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-13","8.05",,"0.15","3.7","5.0","25","29","5","  350","  340","16.1","23.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-14","6.93",,"0.00","0.0","6.0","10","19","-1","  210","  200","15.0","19.0",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-15","14.54",,"0.01","0.1","6.0","15","31","5","  220","  210","23.0","36.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-16","9.84",,"0.00","0.0","5.0","32","38","22","  260","  270","19.9","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-17","9.62",,"0.09","1.1","5.0","25","33","17","  100","  100","17.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-18","16.11",,"0.03","0.0","5.0","33","37","26","  260","  270","29.1","40.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-19","11.41",,"0.00","0.0","3.0","24","28","13","  300","  300","23.0","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-20","6.49",,"0.00","0.0","3.0","16","23","9","  310","  310","15.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-21","13.87",,"0.00","0.0","5.1","20","33","11","  230","  220","21.9","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-22","14.32",,"0.00","0.0","3.0","31","44","25","  220","  230","21.0","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-23","12.08"," 1515","0.00","0.0","2.0","39","50","31","  220","  230","21.9","32.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-24",,,"0.07","0.0","1.0","39","44","31",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-25",,,"0.06","0.5","0.0","34","36","29",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-26",,,"0.22","4.0","1.0","27","29","19",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-27",,,"0.00","0.1","4.0","21","24","19",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-28",,,"0.00","0.0","3.0","21","26","18",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-29",,,"0.00","0.0","3.0","24","33","17",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-01",,,"0.00","0.0","0.0","31","47","21",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-02",,,"0.00","0.0","0.0","44","50","36",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-03",,,"0.00","0.0","0.0","37","45","30",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-04","10.51",,"0.00","0.0","0.0","38","45","26","  270","  280","21.0","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-05","9.17",,"0.02","0.0","0.0","34","49","22","  260","  260","23.9","32.0",,,,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-06","10.51",,"0.08","0.0","0.0","35","36","25","  350","   10","23.0","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-07","8.28",,"0.00","0.0","0.0","30","46","18","  200","  190","17.0","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-08","14.32",,"0.00","0.0","0.0","45","62","35","  210","  230","23.9","32.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-09","15.88",,"0.14","0.0","0.0","53","59","49","  230","  220","23.9","33.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-10","9.40",,"0.10","0.0","0.0","47","53","32","  320","  310","23.9","32.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-11","4.70",,"0.01","0.0","0.0","37","41","31","  240","  240","15.0","19.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-12","10.07",,"0.00","0.0","0.0","43","54","38","  160","  180","21.0","29.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-13","18.79",,"0.03","0.0","0.0","42","50","32","  260","  260","31.1","42.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-14","5.59",,"0.00","0.0","0.0","33","37","27","   30","  360","13.0","16.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-15","8.28"," 1242","0.00","0.0","0.0","33","44","24","   40","   40","18.1","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-16",,,"0.00","0.0","0.0","26","46","20",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-03-17",,,"0.02","0.0","0.0",,"48","29",,,,,,,,,,,,
